,Year,Make,Model,Security,Hardware Part Number,Is this hardware clonable?
497,2009,GMC,Sierra,PK3,E35-LMM,Yes
498,2009,GMC,Terrain,PK3,Information not available,No
499,2009,GMC,Yukon XL,PK3,Information not available,No
500,2009,GMC,Yukon Denali,PK3,E38-Y2Y,Yes
501,2009,GMC,Envoy,PL2,Information not available,No
502,2009,GMC,Canyon,PL3,Information not available,No
503,2009,Hummer,H2,PK3,Information not available,No
504,2009,Hummer,H2 SUT,PK3,Information not available,No
505,2009,Hummer,H3,PL3,Information not available,No
506,2009,Pontiac,G3,Opt,E83,Yes
507,2009,Pontiac,Montana,PK3,Information not available,No
508,2009,Pontiac,Montana SV6,PK3,Information not available,No
509,2009,Pontiac,G5,PK3,Information not available,No
510,2009,Pontiac,G6,PK3,E67-TP1,No
511,2009,Pontiac,G8,PK3,E77-420,Yes
512,2009,Pontiac,Solstice,PK3,Information not available,No
513,2009,Pontiac,Torrent,PK3,E38-Y2Y,Yes
514,2009,Pontiac,Vibe,Toyota Immobilizer,Information not available,No
515,2009,Saturn,Astra,Opel,U62-C20,No
516,2009,Saturn,Aura,PK3,E67-TP1,No
517,2009,Saturn,Outlook,PK3,E69-216,Yes
518,2009,Saturn,Sky,PK3,Information not available,No
519,2009,Saturn,Vue,PK3,E67-TP1,No
520,2010,Buick,Enclave,PK3,Information not available,No
521,2010,Buick,Lucerne,PK3,E37,Yes
522,2010,Buick,LaCrosse,PK3,E39-F93S,Yes
523,2010,Cadillac,STS,KA,E69-216,Yes
524,2010,Cadillac,DTS,PK3,E67-TP1,No
525,2010,Cadillac,Escalade,PK3,E67-AH2,No
526,2010,Cadillac,Escalade ESV,PK3,Information not available,No
527,2010,Cadillac,Escalade EXT,PK3,Information not available,No
528,2010,Cadillac,SRX,PK3,E39-F93S,Yes
529,2010,Cadillac,CTS,PK3,E39-F93S,Yes
530,2010,Chevrolet,Corvette,KA,E38-AK8,Yes
531,2010,Chevrolet,Avalanche,PK3,E38-AK8,Yes
532,2010,Chevrolet,C/K Truck,PK3,Information not available,No
533,2010,Chevrolet,Cobalt,PK3,E37,Yes
534,2010,Chevrolet,Express,PK3,E38-AK8,Yes
535,2010,Chevrolet,HHR,PK3,E69-326,Yes
536,2010,Chevrolet,Impala,PK3,E37,Yes
537,2010,Chevrolet,Malibu,PK3,E37,Yes
538,2010,Chevrolet,Suburban,PK3,E38-AK8,Yes
539,2010,Chevrolet,Tahoe,PK3,E38-AK8,Yes
540,2010,Chevrolet,Traverse,PK3,E69-216,Yes
541,2010,Chevrolet,Camaro,PK3,E38-AK8,Yes
542,2010,Chevrolet,Equinox,PK3,E39-F93S,Yes
543,2010,Chevrolet,Colorado,PL3,E67-TP1,No
544,2010,GMC,Acadia,PK3,Information not available,No
545,2010,GMC,Savana,PK3,E86-A24,No
546,2010,GMC,Sierra,PK3,E38-AK8,Yes
547,2010,GMC,Yukon XL,PK3,Information not available,No
548,2010,GMC,Yukon Denali,PK3,Information not available,No
549,2010,GMC,Terrain,PK3,E39-F93S,Yes
550,2010,GMC,Canyon,PL3,E67-TP1,No
551,2010,Hummer,H2,PK3,Information not available,No
552,2010,Hummer,H2 SUT,PK3,Information not available,No
553,2010,Hummer,H3,PL3,Information not available,No
554,2010,Pontiac,G3,Opt,Information not available,No
555,2010,Pontiac,G6,PK3,Information not available,No
556,2010,Pontiac,G8,PK3,Information not available,No
557,2010,Pontiac,Solstice,PK3,Information not available,No
558,2010,Saturn,Aura,PK3,Information not available,No
559,2010,Saturn,Outlook,PK3,Information not available,No
560,2010,Saturn,Sky,PK3,Information not available,No
561,2010,Saturn,Vue,PK3,Information not available,No
562,2011,Buick,Enclave,PK3,E69-216,Yes
563,2011,Buick,Lucerne,PK3,E37,Yes
564,2011,Buick,LaCrosse,PK3,E39-F93S,Yes
565,2011,Buick,Regal,PK3,E39-F93S,Yes
566,2011,Cadillac,STS,KA,E69-216,Yes
567,2011,Cadillac,DTS,PK3,E67-TP1,No
568,2011,Cadillac,Escalade,PK3,E67-AH2,No
569,2011,Cadillac,Escalade ESV,PK3,Information not available,No
570,2011,Cadillac,Escalade EXT,PK3,Information not available,No
571,2011,Cadillac,SRX,PK3,E39-F93S,Yes
572,2011,Cadillac,CTS,PK3,E39-F93S,Yes
573,2011,Chevrolet,Corvette,KA,E67-TP1,No
574,2011,Chevrolet,Avalanche,PK3,E38-AK8,Yes
575,2011,Chevrolet,C/K Truck,PK3,Information not available,No
576,2011,Chevrolet,Express,PK3,E86-A24,No
577,2011,Chevrolet,HHR,PK3,E37,Yes
578,2011,Chevrolet,Impala,PK3,Information not available,No
579,2011,Chevrolet,Malibu,PK3,E37,Yes
580,2011,Chevrolet,Suburban,PK3,E38-AK8,Yes
581,2011,Chevrolet,Tahoe,PK3,E38-AK8,Yes
582,2011,Chevrolet,Traverse,PK3,E69-216,Yes
583,2011,Chevrolet,Camaro,PK3,E69-216,Yes
584,2011,Chevrolet,Equinox,PK3,E39-F93S,Yes
585,2011,Chevrolet,Cruze,PK3,E78-AB8,Yes
586,2011,Chevrolet,Volt,PK3,E78-AB8,Yes
587,2011,Chevrolet,Colorado,PL3,E67-TP1,No
588,2011,GMC,Acadia,PK3,E69-216,Yes
589,2011,GMC,Savana,PK3,Information not available,No
590,2011,GMC,Sierra,PK3,E37,Yes
591,2011,GMC,Yukon XL,PK3,Information not available,No
592,2011,GMC,Yukon Denali,PK3,E38-AK8,Yes
593,2011,GMC,Terrain,PK3,E39-F93S,Yes
594,2011,GMC,Canyon,PL3,E67-TP1,No
595,2012,Buick,Enclave,PK3,E69-216,Yes
596,2012,Buick,LaCrosse,PK3,E69-216,Yes
597,2012,Buick,Regal,PK3,E39-F93S,Yes
598,2012,Buick,Verano,PK3,Information not available,No
599,2012,Cadillac,CTS,PK3,E39-F93S,Yes
600,2012,Cadillac,Escalade,PK3,E67-AH2,No
601,2012,Cadillac,Escalade ESV,PK3,Information not available,No
602,2012,Cadillac,Escalade EXT,PK3,Information not available,No
603,2012,Cadillac,SRX,PK3,E39-F93S,Yes
604,2012,Chevrolet,Corvette,KA,E67-TP1,No
605,2012,Chevrolet,Avalanche,PK3,E38-AK8,Yes
606,2012,Chevrolet,C/K Truck,PK3,Information not available,No
607,2012,Chevrolet,Caprice (Police),PK3,E39-X94S,Yes
608,2012,Chevrolet,Captiva,PK3,E39-X94S,Yes
609,2012,Chevrolet,Express,PK3,E86-A24,No
610,2012,Chevrolet,Impala,PK3,E39-X94S,Yes
611,2012,Chevrolet,Malibu,PK3,E67-TP1,No
612,2012,Chevrolet,Suburban,PK3,E38-AK8,Yes
613,2012,Chevrolet,Tahoe,PK3,E38-AK8,Yes
614,2012,Chevrolet,Traverse,PK3,E39-X94S,Yes
615,2012,Chevrolet,Camaro,PK3,E39-X94S,Yes
616,2012,Chevrolet,Equinox,PK3,E39-X94S,Yes
617,2012,Chevrolet,Sonic,PK3,E78-AB8,Yes
618,2012,Chevrolet,Cruze,PK3,E78-AB8,Yes
619,2012,Chevrolet,Volt,PK3,E78-AB8,Yes
620,2012,Chevrolet,Colorado,PL3,E67-TP1,No
621,2012,GMC,Acadia,PK3,E39-X94S,Yes
622,2012,GMC,Savana,PK3,Information not available,No
623,2012,GMC,Sierra,PK3,E37,Yes
624,2012,GMC,Yukon XL,PK3,Information not available,No
625,2012,GMC,Yukon Denali,PK3,Information not available,No
626,2012,GMC,Terrain,PK3,E39-X94S,Yes
627,2012,GMC,Canyon,PL3,E67-TP1,No
628,2013,Buick,Enclave,PK3,E39A-H98S,Yes
629,2013,Buick,Encore,PK3,E78-AB8,Yes
630,2013,Buick,LaCrosse,PK3,E39A-H98S,Yes
631,2013,Buick,Regal,PK3,E39A-H98S,Yes
632,2013,Buick,Verano,PK3,E39-X94S,Yes
633,2013,Cadillac,Escalade,PK3,E38-AK8,Yes
634,2013,Cadillac,Escalade ESV,PK3,Information not available,No
635,2013,Cadillac,ATS,PK3,E39A-H98S,Yes
636,2013,Cadillac,SRX,PK3,E39A-H98S,Yes
637,2013,Cadillac,XTS,PK3,E39A-H98S,Yes
638,2013,Cadillac,CTS,PK3,E39-X94S,Yes
639,2013,Chevrolet,Corvette,KA,Information not available,No
640,2013,Chevrolet,Avalanche,PK3,E38-AK8,Yes
641,2013,Chevrolet,C/K Truck,PK3,Information not available,No
642,2013,Chevrolet,Caprice (Police),PK3,E39-X94S,Yes
643,2013,Chevrolet,Captiva,PK3,E39A-H98S,Yes
644,2013,Chevrolet,Express,PK3,E86-A24,No
645,2013,Chevrolet,Impala,PK3,E39-X94S,Yes
646,2013,Chevrolet,Suburban,PK3,E38-AK8,Yes
647,2013,Chevrolet,Tahoe,PK3,E38-AK8,Yes
648,2013,Chevrolet,Traverse,PK3,E39A-H98S,Yes
649,2013,Chevrolet,Camaro,PK3,E39A-H98S,Yes
650,2013,Chevrolet,Equinox,PK3,E39A-H98S,Yes
651,2013,Chevrolet,Malibu,PK3,E39A-H98S,Yes
652,2013,Chevrolet,Sonic,PK3,E78-AB8,Yes
653,2013,Chevrolet,Spark,PK3,E83,Yes
654,2013,Chevrolet,Cruze,PK3,E78-AB8,Yes
655,2013,Chevrolet,Volt,PK3,E78-AB8,Yes
656,2013,GMC,Acadia,PK3,E39A-H98S,Yes
657,2013,GMC,Savana,PK3,E38-AK8,Yes
658,2013,GMC,Sierra,PK3,E86-A24,No
659,2013,GMC,Yukon XL,PK3,Information not available,No
660,2013,GMC,Yukon Denali,PK3,E38-AK8,Yes
661,2013,GMC,Terrain,PK3,E39A-H98S,Yes
